Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
48,"RD Boyce, PB Ryan, GN Norén, MJ Schuemie, C Reich…","Bridging islands of information to establish an integrated knowledge base of drugs and health outcomes of interest",2014,"Drug safety","Springer","https://link.springer.com/article/10.1007/s40264-014-0189-0","https://scholar.google.com/scholar?cites=9889337516931635156&as_sdt=2005&sciodt=2007&hl=en",39,"2022-03-26 14:20:05","HTML","10.1007/s40264-014-0189-0","","",,,,,48,6.00,8,6,8,"The entire drug safety enterprise has a need to search, retrieve, evaluate, and synthesize scientific evidence more efficiently. This discovery and synthesis process would be greatly …","https://link.springer.com/article/10.1007/s40264-014-0189-0","https://scholar.google.com/scholar?q=related:1FenYBP8PYkJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
14,"N Macesic, OJ Bear Don't Walk IV, I Pe'er…","Predicting phenotypic polymyxin resistance in Klebsiella pneumoniae through machine learning analysis of genomic data",2020,"Msystems","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/msystems.00656-19","https://scholar.google.com/scholar?cites=11295407990721780132&as_sdt=2005&sciodt=2007&hl=en",40,"2022-03-26 14:20:05","","10.1128/msystems.00656-19","","",,,,,14,7.00,4,4,2,"Polymyxins are used as treatments of last resort for Gram-negative bacterial infections. Their increased use has led to concerns about emerging polymyxin resistance (PR). Phenotypic …","https://journals.asm.org/doi/pdf/10.1128/mSystems.00656-19","https://scholar.google.com/scholar?q=related:pJkU0LhZwZwJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
19,"DJ Butler, C Mozsary, C Meydan, D Danko, J Foox…","Host, viral, and environmental transcriptome profiles of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)",2020,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2020.04.20.048066v2?versioned=true&commentpr=y","https://scholar.google.com/scholar?cites=8755313250965480043&as_sdt=2005&sciodt=2007&hl=en",41,"2022-03-26 14:20:05","","10.1101/2020.04.20.048066v2","","",,,,,19,9.50,3,6,2,"A global pandemic of the 2019 coronavirus disease (COVID-19), caused by the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), is responsible for over 150,000 …","https://www.biorxiv.org/content/biorxiv/early/2020/04/20/2020.04.20.048066.1.full.pdf","https://scholar.google.com/scholar?q=related:a2IRnQMfgXkJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
57,"KJ Karczewski, NP Tatonetti…","Cooperative transcription factor associations discovered using regulatory variation",2011,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/content/108/32/13353.short","https://scholar.google.com/scholar?cites=5344251265297694950&as_sdt=2005&sciodt=2007&hl=en",42,"2022-03-26 14:20:05","","","","",,,,,57,5.18,19,3,11,"Regulation of gene expression at the transcriptional level is achieved by complex interactions of transcription factors operating at their target genes. Dissecting the specific …","https://www.pnas.org/content/pnas/108/32/13353.full.pdf","https://scholar.google.com/scholar?q=related:5kCA8jWYKkoJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
34,"A Yahi, R Vanguri, N Elhadad, NP Tatonetti","Generative adversarial networks for electronic health records: A framework for exploring and evaluating methods for predicting drug-induced laboratory test …",2017,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1712.00164","https://scholar.google.com/scholar?cites=13397742243973919665&as_sdt=2005&sciodt=2007&hl=en",43,"2022-03-26 14:20:05","","","","",,,,,34,6.80,9,4,5,"Generative Adversarial Networks (GANs) represent a promising class of generative networks that combine neural networks with game theory. From generating realistic images …","https://arxiv.org/pdf/1712.00164","https://scholar.google.com/scholar?q=related:sXNPLJZX7rkJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
40,"MR Boland, A Jacunski, T Lorberbaum…","Systems biology approaches for identifying adverse drug reactions and elucidating their underlying biological mechanisms",2016,"… Systems Biology and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/pdf/10.1002/wsbm.1323","https://scholar.google.com/scholar?cites=14174248577525979029&as_sdt=2005&sciodt=2007&hl=en",44,"2022-03-26 14:20:05","","10.1002/wsbm.1323","","",,,,,40,6.67,10,4,6,"Small molecules are indispensable to modern medical therapy. However, their use may lead to unintended, negative medical outcomes commonly referred to as adverse drug reactions …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4760887/","https://scholar.google.com/scholar?q=related:lZeFnfsLtcQJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
34,"N Macesic, F Polubriaginof…","Machine learning: novel bioinformatics approaches for combating antimicrobial resistance",2017,"Current opinion in …","ingentaconnect.com","https://www.ingentaconnect.com/content/wk/coidi/2017/00000030/00000006/art00002","https://scholar.google.com/scholar?cites=12910488360436275870&as_sdt=2005&sciodt=2007&hl=en",45,"2022-03-26 14:20:05","","","","",,,,,34,6.80,11,3,5,"Purpose of review Antimicrobial resistance (AMR) is a threat to global health and new approaches to combating AMR are needed. Use of machine learning in addressing AMR is …","","https://scholar.google.com/scholar?q=related:npqe2MJEK7MJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
37,"T Lorberbaum, KJ Sampson, RL Woosley, RS Kass…","An integrative data science pipeline to identify novel drug interactions that prolong the QT interval",2016,"Drug safety","Springer","https://link.springer.com/article/10.1007/s40264-016-0393-1","https://scholar.google.com/scholar?cites=3141543715488928553&as_sdt=2005&sciodt=2007&hl=en",46,"2022-03-26 14:20:05","HTML","10.1007/s40264-016-0393-1","","",,,,,37,6.17,7,5,6,"Introduction Drug-induced prolongation of the QT interval on the electrocardiogram (long QT syndrome, LQTS) can lead to a potentially fatal ventricular arrhythmia known as torsades de …","https://link.springer.com/article/10.1007/s40264-016-0393-1","https://scholar.google.com/scholar?q=related:KRMUWF0BmSsJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
34,"MR Boland, KJ Karczewski…","Ten simple rules to enable multi-site collaborations through data sharing",2017,"PLoS Computational …","journals.plos.org","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005278","https://scholar.google.com/scholar?cites=18256336645711773062&as_sdt=2005&sciodt=2007&hl=en",47,"2022-03-26 14:20:05","HTML","","","",,,,,34,6.80,11,3,5,"Open access, open data, and software are critical for advancing science and enabling collaboration across multiple institutions and throughout the world. Despite near universal …","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005278","https://scholar.google.com/scholar?q=related:hr2Y-3OJW_0J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
36,"F Polubriaginof, NP Tatonetti…","An assessment of family history information captured in an electronic health record",2015,"AMIA Annual Symposium …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4765557/","https://scholar.google.com/scholar?cites=16292941560672881319&as_sdt=2005&sciodt=2007&hl=en",48,"2022-03-26 14:20:05","HTML","","","",,,,,36,5.14,12,3,7,"Family history is considered a core element of clinical care. In this study we assessed the quality of family history data captured in an established commercial electronic health record …","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4765557/","https://scholar.google.com/scholar?q=related:pwoblgYoHOIJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
10,"TA Koleck, NP Tatonetti, S Bakken, S Mitha…","Identifying symptom information in clinical notes using natural language processing",2021,"Nursing …","journals.lww.com","https://journals.lww.com/nursingresearchonline/Fulltext/2021/05000/Identifying_Symptom_Information_in_Clinical_Notes.3.aspx","https://scholar.google.com/scholar?cites=7269484002077487323&as_sdt=2005&sciodt=2007&hl=en",49,"2022-03-26 14:20:05","","","","",,,,,10,10.00,2,5,1,"Background Symptoms are a core concept of nursing interest. Large-scale secondary data reuse of notes in electronic health records (EHRs) has the potential to increase the quantity …","","https://scholar.google.com/scholar?q=related:27A2PC9l4mQJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
1,"J Park, J Foox, T Hether, DC Danko, S Warren…","System-wide transcriptome damage and tissue identity loss in COVID-19 patients",2022,"Cell Reports …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666379122000222","https://scholar.google.com/scholar?cites=8945459806047136044&as_sdt=2005&sciodt=2007&hl=en",50,"2022-03-26 14:20:05","HTML","","","",,,,,1,1.00,0,6,1,"The molecular mechanisms underlying the clinical manifestations of coronavirus disease 2019 (COVID-19), and what distinguishes them from common seasonal influenza virus and …","https://www.sciencedirect.com/science/article/pii/S2666379122000222",""
7,"P Chandak, NP Tatonetti","Using machine learning to identify adverse drug effects posing increased risk to women",2020,"Patterns","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666389920301422","https://scholar.google.com/scholar?cites=1259337392904513670&as_sdt=2005&sciodt=2007&hl=en",51,"2022-03-26 14:20:05","HTML","","","",,,,,7,3.50,4,2,2,"Adverse drug reactions are the fourth leading cause of death in the US. Although women take longer to metabolize medications and experience twice the risk of developing adverse …","https://www.sciencedirect.com/science/article/pii/S2666389920301422","https://scholar.google.com/scholar?q=related:hqhwxK8QehEJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
36,"T Lorberbaum, M Nasir, MJ Keiser…","Systems pharmacology augments drug safety surveillance",2015,"Clinical …","Wiley Online Library","https://ascpt.onlinelibrary.wiley.com/doi/abs/10.1002/cpt.2","https://scholar.google.com/scholar?cites=3557182451078365872&as_sdt=2005&sciodt=2007&hl=en",52,"2022-03-26 14:20:05","","10.1002/cpt.2","","",,,,,36,5.14,9,4,7,"Small molecule drugs are the foundation of modern medical practice, yet their use is limited by the onset of unexpected and severe adverse events (AEs). Regulatory agencies rely on …","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4325423/","https://scholar.google.com/scholar?q=related:sILHrZemXTEJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
8,"ER Silver, HQ Truong, S Ostvar, C Hur…","Association of neighborhood deprivation index with success in cancer care crowdfunding",2020,"JAMA network …","jamanetwork.com","https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2773489","https://scholar.google.com/scholar?cites=5061878042900349405&as_sdt=2005&sciodt=2007&hl=en",53,"2022-03-26 14:20:05","","","","",,,,,8,4.00,2,5,2,"Importance Financial toxicity resulting from cancer care poses a substantial public health concern, leading some patients to turn to online crowdfunding. However, the practice may …","https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2773489/silver_2020_oi_200869_1605890607.31545.pdf","https://scholar.google.com/scholar?q=related:3cFs00JnP0YJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
38,"KJ Karczewski, GH Fernald, AR Martin, M Snyder…","STORMSeq: an open-source, user-friendly pipeline for processing personal genomics data in the cloud",2014,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0084860","https://scholar.google.com/scholar?cites=3333129434945479664&as_sdt=2005&sciodt=2007&hl=en",54,"2022-03-26 14:20:05","HTML","","","",,,,,38,4.75,8,5,8,"The increasing public availability of personal complete genome sequencing data has ushered in an era of democratized genomics. However, read mapping and variant calling …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0084860","https://scholar.google.com/scholar?q=related:8ONSuI-nQS4J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
14,"BS Glicksberg, B Oskotsky, PM Thangaraj…","PatientExploreR: an extensible application for dynamic visualization of patient clinical history from electronic health records in the OMOP common data model",2019,"…","academic.oup.com","https://academic.oup.com/bioinformatics/article-abstract/35/21/4515/5520433","https://scholar.google.com/scholar?cites=8409096921783585767&as_sdt=2005&sciodt=2007&hl=en",55,"2022-03-26 14:20:05","","","","",,,,,14,4.67,4,4,3,"Abstract Motivation Electronic health records (EHRs) are quickly becoming omnipresent in healthcare, but interoperability issues and technical demands limit their use for biomedical …","https://academic.oup.com/bioinformatics/article/35/21/4515/5520433","https://scholar.google.com/scholar?q=related:58u92Bgds3QJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
6,"P Washington, S Yeung, B Percha…","Achieving trustworthy biomedical data solutions",2020,"… 2021: Proceedings of …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/9789811232701_0001","https://scholar.google.com/scholar?cites=10258289018151652308&as_sdt=2005&sciodt=2007&hl=en",56,"2022-03-26 14:20:05","","10.1142/9789811232701_0001","","",,,,,6,3.00,2,4,2,"Privacy and trust of biomedical solutions that capture and share data is an issue rising to the center of public attention and discourse. While large-scale academic, medical, and industrial …","https://www.worldscientific.com/doi/pdf/10.1142/9789811232701_0001","https://scholar.google.com/scholar?q=related:1Es44oLDXI4J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
23,"MR Boland, F Polubriaginof, NP Tatonetti","Development of a machine learning algorithm to classify drugs of unknown fetal effect",2017,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-017-12943-x","https://scholar.google.com/scholar?cites=11388006887076484021&as_sdt=2005&sciodt=2007&hl=en",57,"2022-03-26 14:20:05","HTML","","","",,,,,23,4.60,8,3,5,"Many drugs commonly prescribed during pregnancy lack a fetal safety recommendation–called FDA 'category C'drugs. This study aims to classify these drugs into harmful and safe …","https://www.nature.com/articles/s41598-017-12943-x","https://scholar.google.com/scholar?q=related:tVPlc-1TCp4J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
33,"MJ Matos, S Vilar, V García‐Morales…","Insight into the Functional and Structural Properties of 3‐Arylcoumarin as an Interesting Scaffold in Monoamine Oxidase B Inhibition",2014,"…","Wiley Online Library","https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/cmdc.201300533","https://scholar.google.com/scholar?cites=8568566196652702652&as_sdt=2005&sciodt=2007&hl=en",58,"2022-03-26 14:20:05","","10.1002/cmdc.201300533","","",,,,,33,4.13,8,4,8,"The design, synthesis, pharmacological evaluation, and theoretical studies of a new series of halogenated 3‐arylcoumarins were carried out with the aim of finding new structural and …","","https://scholar.google.com/scholar?q=related:vHvnwY6p6XYJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
2,"NP Giangreco, NP Tatonetti","Evaluating risk detection methods to uncover ontogenic-mediated adverse drug effect mechanisms in children",2021,"BioData mining","Springer","https://link.springer.com/article/10.1186/s13040-021-00264-9","https://scholar.google.com/scholar?cites=4124487275040213869&as_sdt=2005&sciodt=2007&hl=en",59,"2022-03-26 14:20:05","HTML","10.1186/s13040-021-00264-9","","",,,,,2,2.00,1,2,1,"Identifying adverse drugs effects (ADEs) in children, overall and within pediatric age groups, is essential for preventing disability and death from marketed drugs. At the same time …","https://link.springer.com/article/10.1186/s13040-021-00264-9","https://scholar.google.com/scholar?q=related:bQtk_VIfPTkJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
17,"K Shameer, MM Perez-Rodriguez, R Bachar…","Pharmacological risk factors associated with hospital readmission rates in a psychiatric cohort identified using prescriptome data mining",2018,"BMC Medical Informatics …","Springer","https://link.springer.com/article/10.1186/s12911-018-0653-3;","https://scholar.google.com/scholar?cites=11211418708599270210&as_sdt=2005&sciodt=2007&hl=en",60,"2022-03-26 14:20:05","HTML","10.1186/s12911-018-0653-3;","","",,,,,17,4.25,4,4,4,"Worldwide, over 14% of individuals hospitalized for psychiatric reasons have readmissions to hospitals within 30 days after discharge. Predicting patients at risk and leveraging …","https://link.springer.com/article/10.1186/s12911-018-0653-3;","https://scholar.google.com/scholar?q=related:Qms6Mur1lpsJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
30,"KM Gayvert, E Dardenne, C Cheung, MR Boland…","A computational drug repositioning approach for targeting oncogenic transcription factors",2016,"Cell reports","Elsevier","https://www.sciencedirect.com/science/article/pii/S2211124716306209","https://scholar.google.com/scholar?cites=1938966526949784878&as_sdt=2005&sciodt=2007&hl=en",61,"2022-03-26 14:20:05","HTML","","","",,,,,30,5.00,6,5,6,"Mutations in transcription factor (TF) genes are frequently observed in tumors, often leading to aberrant transcriptional activity. Unfortunately, TFs are often considered undruggable due …","https://www.sciencedirect.com/science/article/pii/S2211124716306209","https://scholar.google.com/scholar?q=related:Lv02fsiX6BoJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
10,"EE Spurlin, ES Han, ER Silver, BL May…","Where have all the emergencies gone? The impact of the COVID-19 pandemic on obstetric and gynecologic procedures and consults at a New York City hospital",2021,"Journal of minimally …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1553465020311304","https://scholar.google.com/scholar?cites=11608663158223542290&as_sdt=2005&sciodt=2007&hl=en",62,"2022-03-26 14:20:05","","","","",,,,,10,10.00,2,5,1,"ABSTRACT Study Objective The purpose of this study was to assess the impact of the coronavirus disease 2019 (COVID-19) pandemic on surgical volume and emergency …","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7688419/","https://scholar.google.com/scholar?q=related:EhgUF6NBGqEJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
27,"R Moskovitch, H Choi, G Hripcsak…","Prognosis of clinical outcomes with temporal patterns and experiences with one class feature selection",2016,"… /ACM transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7513445/","https://scholar.google.com/scholar?cites=11605823861200285746&as_sdt=2005&sciodt=2007&hl=en",63,"2022-03-26 14:20:05","","","","",,,,,27,4.50,7,4,6,"Accurate prognosis of outcome events, such as clinical procedures or disease diagnosis, is central in medicine. The emergence of longitudinal clinical data, like the Electronic Health …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5486920/","https://scholar.google.com/scholar?q=related:MnCYvE8rEKEJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
36,"G Ferino, E Cadoni, MJ Matos, E Quezada…","MAO Inhibitory Activity of 2‐Arylbenzofurans versus 3‐Arylcoumarins: Synthesis, in vitro Study, and Docking Calculations",2013,"…","Wiley Online Library","https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/cmdc.201300048","https://scholar.google.com/scholar?cites=4211236518609479341&as_sdt=2005&sciodt=2007&hl=en",64,"2022-03-26 14:20:05","","10.1002/cmdc.201300048","","",,,,,36,4.00,7,5,9,"Monoamine oxidase (MAO) is an important drug target for the treatment of neurological disorders. Several 3‐arylcoumarin derivatives were previously described as interesting …","https://www.academia.edu/download/45987560/MAO_Inhibitory_Activity_of_2-Arylbenzofu20160527-16371-j3l788.pdf","https://scholar.google.com/scholar?q=related:rebeNE1RcToJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
28,"R Moskovitch, C Walsh, F Wang…","Outcomes prediction via time intervals related patterns",2015,"… conference on data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7373412/","https://scholar.google.com/scholar?cites=13534410417913709337&as_sdt=2005&sciodt=2007&hl=en",65,"2022-03-26 14:20:05","","","","",,,,,28,4.00,7,4,7,"The increasing availability of multivariate temporal data in many domains, such as biomedical, security and more, provides exceptional opportunities for temporal knowledge …","https://www.researchgate.net/profile/Robert-Moskovitch-2/publication/304288591_Outcomes_Prediction_via_Time_Intervals_Related_Patterns/links/576fe0a108ae10de639c05c0/Outcomes-Prediction-via-Time-Intervals-Related-Patterns.pdf","https://scholar.google.com/scholar?q=related:GcMXFJHi07sJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
32,"KJ Karczewski, M Snyder, RB Altman…","Coherent functional modules improve transcription factor target identification, cooperativity prediction, and disease association",2014,"PLoS genetics","journals.plos.org","https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1004122","https://scholar.google.com/scholar?cites=14963097770397523312&as_sdt=2005&sciodt=2007&hl=en",66,"2022-03-26 14:20:05","HTML","","","",,,,,32,4.00,8,4,8,"Transcription factors (TFs) are fundamental controllers of cellular regulation that function in a complex and combinatorial manner. Accurate identification of a transcription factor's targets …","https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1004122","https://scholar.google.com/scholar?q=related:cN377ySap88J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
22,"R Moskovitch, F Polubriaginof, A Weiss, P Ryan…","Procedure prediction from symbolic Electronic Health Records via time intervals analytics",2017,"Journal of Biomedical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1532046417301788","https://scholar.google.com/scholar?cites=16539270660597468725&as_sdt=2005&sciodt=2007&hl=en",67,"2022-03-26 14:20:05","HTML","","","",,,,,22,4.40,4,5,5,"Prediction of medical events, such as clinical procedures, is essential for preventing disease, understanding disease mechanism, and increasing patient quality of care …","https://www.sciencedirect.com/science/article/pii/S1532046417301788","https://scholar.google.com/scholar?q=related:Nc7zeAlLh-UJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
14,"SC Ahalt, CG Chute, K Fecho, G Glusman…","Clinical data: sources and types, regulatory constraints, applications",2019,"Clinical and …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6617834/","https://scholar.google.com/scholar?cites=1375363914449863306&as_sdt=2005&sciodt=2007&hl=en",68,"2022-03-26 14:20:05","HTML","","","",,,,,14,4.67,3,5,3,"Background Recognizing the need to respect and protect patient privacy, numerous regulations have been established to govern the use of clinical data by researchers …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6617834/","https://scholar.google.com/scholar?q=related:isKsdTFGFhMJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
28,"A Jacunski, SJ Dixon, NP Tatonetti","Connectivity homology enables inter-species network models of synthetic lethality",2015,"PLoS computational biology","journals.plos.org","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1004506","https://scholar.google.com/scholar?cites=9680736537842809700&as_sdt=2005&sciodt=2007&hl=en",69,"2022-03-26 14:20:05","HTML","","","",,,,,28,4.00,9,3,7,"Synthetic lethality is a genetic interaction wherein two otherwise nonessential genes cause cellular inviability when knocked out simultaneously. Drugs can mimic genetic knock-out …","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1004506","https://scholar.google.com/scholar?q=related:ZPtDJpfiWIYJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
22,"N Nissim, MR Boland, NP Tatonetti, Y Elovici…","Improving condition severity classification with an efficient active learning based framework",2016,"Journal of biomedical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1532046416300077","https://scholar.google.com/scholar?cites=16541762908906624738&as_sdt=2005&sciodt=2007&hl=en",70,"2022-03-26 14:20:05","HTML","","","",,,,,22,3.67,4,5,6,"Classification of condition severity can be useful for discriminating among sets of conditions or phenotypes, for example when prioritizing patient care or for other healthcare purposes …","https://www.sciencedirect.com/science/article/pii/S1532046416300077","https://scholar.google.com/scholar?q=related:4pYcQLklkOUJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
29,"MJ Matos, P Janeiro, RM Gonzalez Franco…","Synthesis, pharmacological study and docking calculations of new benzo[f]coumarin derivatives as dual inhibitors of enzymatic systems involved in …",2014,"Future Medicinal …","Future Science","https://www.future-science.com/doi/abs/10.4155/fmc.14.9","https://scholar.google.com/scholar?cites=17880307360777467507&as_sdt=2005&sciodt=2007&hl=en",71,"2022-03-26 14:20:05","","10.4155/fmc.14.9","","",,,,,29,3.63,7,4,8,"Background: Due to the complex etiology of neurodegenerative diseases, there is growing interest in multitarget drugs. In this study we synthesized and evaluated a new series of …","","https://scholar.google.com/scholar?q=related:c3bxic-cI_gJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
3,"PJ Kennel, A Yahi, Y Naka, DM Mancini…","Longitudinal profiling of circulating miRNA during cardiac allograft rejection: a proof‐of‐concept study",2021,"ESC heart …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ehf2.13238","https://scholar.google.com/scholar?cites=6725209327459558175&as_sdt=2005&sciodt=2007&hl=en",72,"2022-03-26 14:20:05","","10.1002/ehf2.13238","","",,,,,3,3.00,1,5,1,"Aims Allograft rejection following heart transplantation (HTx) is a serious complication even in the era of modern immunosuppressive regimens and causes up to a third of early deaths …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/ehf2.13238","https://scholar.google.com/scholar?q=related:H-Nea0C-VF0J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
22,"KB Hoffman, M Dimbil, NP Tatonetti, RF Kyle","A pharmacovigilance signaling system based on FDA regulatory action and post-marketing adverse event reports",2016,"Drug safety","Springer","https://link.springer.com/article/10.1007/s40264-016-0409-x","https://scholar.google.com/scholar?cites=13335630608494897618&as_sdt=2005&sciodt=2007&hl=en",73,"2022-03-26 14:20:05","","10.1007/s40264-016-0409-x","","",,,,,22,3.67,6,4,6,"Introduction Many serious drug adverse events (AEs) only manifest well after regulatory approval. Therefore, the development of signaling methods to use with post-approval AE …","","https://scholar.google.com/scholar?q=related:0ikqG2KtEbkJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
31,"R Daneshjou, NP Tatonetti, KJ Karczewski, H Sagreiya…","Pathway analysis of genome-wide data improves warfarin dose prediction",2013,"BMC genomics","Springer","https://link.springer.com/article/10.1186/1471-2164-14-S3-S11","https://scholar.google.com/scholar?cites=14255999334850713193&as_sdt=2005&sciodt=2007&hl=en",74,"2022-03-26 14:20:05","HTML","10.1186/1471-2164-14-S3-S11","","",,,,,31,3.44,6,5,9,"Many genome-wide association studies focus on associating single loci with target phenotypes. However, in the setting of rare variation, accumulating sufficient samples to …","https://link.springer.com/article/10.1186/1471-2164-14-S3-S11","https://scholar.google.com/scholar?q=related:aVb7D91718UJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
5,"NP Giangreco, JE Elias…","No population left behind: Improving paediatric drug safety using informatics and systems biology",2020,"British Journal of Clinical …","Wiley Online Library","https://bpspubs.onlinelibrary.wiley.com/doi/abs/10.1111/bcp.14705","https://scholar.google.com/scholar?cites=18379442862306253132&as_sdt=2005&sciodt=2007&hl=en",75,"2022-03-26 14:20:05","","10.1111/bcp.14705","","",,,,,5,2.50,2,3,2,"Adverse drugs effects (ADEs) in children are common and may result in disability and death. The current paediatric drug safety landscape, including clinical trials, is limited as it rarely …","https://bpspubs.onlinelibrary.wiley.com/doi/pdf/10.1111/bcp.14705","https://scholar.google.com/scholar?q=related:TFlaoeflEP8J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
