Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
5,"Theresa A. Koleck, N. Tatonetti, S. Bakken, S. Mitha, Morgan Henderson, M. George, C. Miaskowski, A. Smaldone, M. Topaz","Identifying Symptom Information in Clinical Notes Using Natural Language Processing.",2020,"","","","",75,"2022-03-26 15:21:29","","10.1097/NNR.0000000000000488","","",,,,,5,2.50,1,9,2,"BACKGROUND Symptoms are a core concept of nursing interest. Large-scale secondary data reuse of notes in electronic health records (EHRs) has the potential to increase the quantity and quality of symptom research. However, the symptom language used in clinical notes is complex. A need exists for methods designed specifically to identify and study symptom information from EHR notes.   OBJECTIVES We aim to describe a method that combines standardized vocabularies, clinical expertise, and natural language processing to generate comprehensive symptom vocabularies and identify symptom information in EHR notes. We piloted this method with five diverse symptom concepts: constipation, depressed mood, disturbed sleep, fatigue, and palpitations.   METHODS First, we obtained synonym lists for each pilot symptom concept from the Unified Medical Language System (UMLS). Then, we used two large bodies of text (clinical notes from Columbia University Irving Medical Center and PubMed abstracts containing Medical Subject Headings or keywords related to the pilot symptoms) to further expand our initial vocabulary of synonyms for each pilot symptom concept. We used NimbleMiner, an open-source natural language processing tool, to accomplish these tasks and evaluated NimbleMiner symptom identification performance by comparison to a manually annotated set of nurse- and physician-authored common EHR note types.   RESULTS Compared to the baseline UMLS synonym lists, we identified up to 11 times more additional synonym words or expressions, including abbreviations, misspellings, and unique multiword combinations, for each symptom concept. Natural language processing system symptom identification performance was excellent.   DISCUSSION Using our comprehensive symptom vocabularies and NimbleMiner to label symptoms in clinical notes produced excellent performance metrics. The ability to extract symptom information from EHR notes in an accurate and scalable manner has the potential to greatly facilitate symptom science research.","",""
3,"V. Ramlall, Phyllis M. Thangara, N. Tatonetti, S. Shapira","Identification of Immune complement function as a determinant of adverse SARS-CoV-2 infection outcome",2020,"","","","",77,"2022-03-26 15:21:29","","10.21203/rs.3.rs-26451/v1","","",,,,,3,1.50,1,4,2,"Understanding the pathophysiology of SARS-CoV-2 infection is critical for therapeutics and public health intervention strategies. Viral-host interactions can guide discovery of regulators of disease outcomes, and protein structure function analysis points to several immune pathways, including complement and coagulation, as targets of the coronavirus proteome. To determine if conditions associated with dysregulation of the complement or coagulation systems impact adverse clinical outcomes associated with SARS-CoV-2 infection, we performed a retrospective observational study of 11,116 patients suspected of SARS-CoV-2 infection. We found that history of macular degeneration (a proxy for complement activation disorders) and history of coagulation disorders (thrombocytopenia, thrombosis, and hemorrhage) are risk factors for morbidity and mortality in SARS-CoV-2 infected patients - effects that could not be explained by age or sex. In addition, using data from the UK Biobank, we implemented a candidate driven approach to evaluate linkage between severe SARS-CoV-2 disease and genetic variation associated with complement and coagulation pathways. Among our findings, our scan identified previously reported eQTLs for CD55 (a negative regulator of complement activation) and SNPs in Complement Factor H (CFH) and Complement Component 4 Binding Protein Alpha (C4BPA), which play central roles in complement activation and innate immunity and were previously linked to Age Related Macular Degeneration (AMD) in a Genome-Wide Association Study (GWAS). In addition to providing evidence that complement function modulates SARS-CoV-2 infection outcome, the data point to several putative genetic markers of susceptibility. The results highlight the value of using a multi-modal analytical approach, combining molecular information from virus protein structure-function analysis with clinical informatics and genomics to reveal determinants and predictors of immunity, susceptibility, and clinical outcome associated with infection.","",""
3,"A. Yahi, Paul J. Hoffman, Margot Brandt, P. Mohammadi, N. Tatonetti, T. Lappalainen","EdiTyper: a high-throughput tool for analysis of targeted sequencing data from genome editing experiments",2020,"","","","",78,"2022-03-26 15:21:29","","10.1101/2020.07.30.229088","","",,,,,3,1.50,1,6,2,"Genome editing experiments are generating an increasing amount of targeted sequencing data with specific mutational patterns indicating the success of the experiments and genotypes of clonal cell lines. We present EdiTyper, a high-throughput command line tool specifically designed for analysis of sequencing data from polyclonal and monoclonal cell populations from CRISPR gene editing. It requires simple inputs of sequencing data and reference sequences, and provides comprehensive outputs including summary statistics, plots, and SAM/BAM alignments. Analysis of simulated data showed that EdiTyper is highly accurate for detection of both single nucleotide mutations and indels, robust to sequencing errors, as well as fast and scalable to large experimental batches. EdiTyper is available in github (https://github.com/LappalainenLab/edityper) under the MIT license.","",""
8,"E. Spurlin, E. Han, E. Silver, B. May, N. Tatonetti, Myles A Ingram, Zhezhen Jin, C. Hur, A. Advincula, H. Hur","Where Have All the Emergencies Gone? The Impact of the COVID-19 Pandemic on Obstetric and Gynecologic Procedures and Consults at a New York City Hospital",2020,"","","","",94,"2022-03-26 15:21:29","","10.1016/j.jmig.2020.11.012","","",,,,,8,4.00,1,10,2,"","",""
5,"T. Kapoor, Pooja Mahadeshwar, J. Hui-Yuen, Kayla Quinnies, N. Tatonetti, Y. Gartshteyn, C. Guo, L. Geraldino-Pardilla, A. Askanase","Prevalence of progressive multifocal leukoencephalopathy (PML) in adults and children with systemic lupus erythematosus",2020,"","","","",96,"2022-03-26 15:21:29","","10.1136/lupus-2020-000388","","",,,,,5,2.50,1,9,2,"Objective To define the risk of progressive multifocal leukoencephalopathy (PML) in SLE. Methods This is a retrospective observational study to evaluate PML cases in patients with SLE admitted to two large academic hospitals. Using electronic medical record (EMR) data, International Classification of Diseases (ICD) codes identified PML cases among patients with SLE, rheumatoid arthritis (RA) (controls), had renal transplant and with HIV. Medication exposure was reviewed. Results A total of 5409 Columbia University Medical Center (CUMC) patients and 2046 Northwell Health patients were identified using one ICD code for SLE. Of 7455 patients, three had an ICD code for PML. On EMR review, however, PML was substantiated in only one fatal SLE case with significant immunosuppressant use and severe lymphopenia (<0.5 cells x 109/L); one patient was evaluated for PML but cerebrospinal fluid (CSF) was negative for JC virus and improved with treatment of central nervous system (CNS) lupus. EMR data were very limited for the third patient and diagnosis could not be confirmed. None of the 13 342 patients with RA ICD codes had PML. Of the 5409 patients with an SLE ICD code at CUMC, 212 also had a renal transplant ICD code, and 83 had concomitant HIV/AIDS. Based on inpatient pharmacy records of 5409 hospitalised patients at CUMC, 59.2% were treated with steroids, and 16.09% with immunosuppressants (7.76% mycophenolate, 3.42% cyclophosphamide, 2.88% azathioprine and 2.03% rituximab). No patients with paediatric SLE (pSLE) (n=538) had PML. The combined prevalence of PML in hospitalised patients with SLE at the two hospitals was 13–27/100 000 patients. Conclusion Among 7455 adult patients with SLE ICD codes, there were two PML cases, with only one confirmed case associated with severe lymphopenia and immunosuppressants, corresponding to a prevalence of 13–27 per 100 000 patients. No PML cases in pSLE were found. A high index of suspicion in patients with SLE and CNS manifestations is required for the prompt diagnosis of PML.","",""
2,"E. Spurlin, E. Han, E. Silver, B. May, N. Tatonetti, C. Hur, A. Advincula, H. Hur","The Impact of the COVID-19 Pandemic on Obstetric and Gynecologic Procedures and Consults at a Metropolitan Hospital in the Epicenter",2020,"","","","",100,"2022-03-26 15:21:29","","10.1016/j.jmig.2020.08.164","","",,,,,2,1.00,0,8,2,"","",""
0,"A. Krigel, N. Tatonetti, A. Neugut, B. Lebwohl","No Increased Risk of Colorectal Adenomas in Spouses of Patients with Colorectal Neoplasia.",2020,"","","","",131,"2022-03-26 15:21:29","","10.1016/j.cgh.2019.03.038","","",,,,,0,0.00,0,4,2,"","",""
54,"A. Basile, A. Yahi, N. Tatonetti","Artificial Intelligence for Drug Toxicity and Safety.",2019,"","","","",20,"2022-03-26 15:21:29","","10.1016/j.tips.2019.07.005","","",,,,,54,18.00,18,3,3,"","",""
39,"Joseph D. Romano, N. Tatonetti","Informatics and Computational Methods in Natural Product Drug Discovery: A Review and Perspectives",2019,"","","","",27,"2022-03-26 15:21:29","","10.3389/fgene.2019.00368","","",,,,,39,13.00,20,2,3,"The discovery of new pharmaceutical drugs is one of the preeminent tasks—scientifically, economically, and socially—in biomedical research. Advances in informatics and computational biology have increased productivity at many stages of the drug discovery pipeline. Nevertheless, drug discovery has slowed, largely due to the reliance on small molecules as the primary source of novel hypotheses. Natural products (such as plant metabolites, animal toxins, and immunological components) comprise a vast and diverse source of bioactive compounds, some of which are supported by thousands of years of traditional medicine, and are largely disjoint from the set of small molecules used commonly for discovery. However, natural products possess unique characteristics that distinguish them from traditional small molecule drug candidates, requiring new methods and approaches for assessing their therapeutic potential. In this review, we investigate a number of state-of-the-art techniques in bioinformatics, cheminformatics, and knowledge engineering for data-driven drug discovery from natural products. We focus on methods that aim to bridge the gap between traditional small-molecule drug candidates and different classes of natural products. We also explore the current informatics knowledge gaps and other barriers that need to be overcome to fully leverage these compounds for drug discovery. Finally, we conclude with a “road map” of research priorities that seeks to realize this goal.","",""
41,"Fernanda C G Polubriaginof, P. Ryan, H. Salmasian, Andrea W. Shapiro, A. Perotte, M. Safford, G. Hripcsak, Shaun Smith, N. Tatonetti, D. Vawdrey","Challenges with quality of race and ethnicity data in observational databases",2019,"","","","",41,"2022-03-26 15:21:29","","10.1093/jamia/ocz113","","",,,,,41,13.67,4,10,3,"OBJECTIVE We sought to assess the quality of race and ethnicity information in observational health databases, including electronic health records (EHRs), and to propose patient self-recording as an improvement strategy.   MATERIALS AND METHODS We assessed completeness of race and ethnicity information in large observational health databases in the United States (Healthcare Cost and Utilization Project and Optum Labs), and at a single healthcare system in New York City serving a racially and ethnically diverse population. We compared race and ethnicity data collected via administrative processes with data recorded directly by respondents via paper surveys (National Health and Nutrition Examination Survey and Hospital Consumer Assessment of Healthcare Providers and Systems). Respondent-recorded data were considered the gold standard for the collection of race and ethnicity information.   RESULTS Among the 160 million patients from the Healthcare Cost and Utilization Project and Optum Labs datasets, race or ethnicity was unknown for 25%. Among the 2.4 million patients in the single New York City healthcare system's EHR, race or ethnicity was unknown for 57%. However, when patients directly recorded their race and ethnicity, 86% provided clinically meaningful information, and 66% of patients reported information that was discrepant with the EHR.   DISCUSSION Race and ethnicity data are critical to support precision medicine initiatives and to determine healthcare disparities; however, the quality of this information in observational databases is concerning. Patient self-recording through the use of patient-facing tools can substantially increase the quality of the information while engaging patients in their health.   CONCLUSIONS Patient self-recording may improve the completeness of race and ethnicity information.","",""
55,"Beatriz Desanti De Oliveira, Katherine Xu, T. Shen, M. Callahan, K. Kiryluk, V. D’Agati, N. Tatonetti, J. Barasch, P. Devarajan","Molecular nephrology: types of acute tubular injury",2019,"","","","",50,"2022-03-26 15:21:29","","10.1038/s41581-019-0184-x","","",,,,,55,18.33,6,9,3,"The acute loss of kidney function has been diagnosed for many decades using the serum concentration of creatinine — a muscle metabolite that is an insensitive and non-specific marker of kidney function, but is now used for the very definition of acute kidney injury (AKI). Fortunately, myriad new tools have now been developed to better understand the relationship between acute tubular injury and elevation in serum creatinine (SCr). These tools include unbiased gene and protein expression analyses in kidney, urine and blood, the localization of specific gene transcripts in pathological biopsy samples by rapid in-situ RNA technology and single-cell RNA-sequencing analyses. However, this molecular approach to AKI has produced a series of unexpected problems, because the expression of specific kidney-derived molecules that are indicative of injury often do not correlate with SCr levels. This discrepancy between kidney injury markers and SCr level can be reconciled by the recognition that many separate subtypes of AKI exist, each with distinct patterning of molecular markers of tubular injury and SCr data. In this Review, we describe the weaknesses of isolated SCr-based diagnoses, the clinical and molecular subtyping of acute tubular injury, and the role of non-invasive biomarkers in clinical phenotyping. We propose a conceptual model that synthesizes molecular and physiological data along a time course spanning from acute cellular injury to organ failure.Acute kidney injury (AKI) is diagnosed by the serum concentration of creatinine (SCr), an insensitive marker of kidney function. The authors of this Review discuss the properties of ideal biomarkers of tubular damage and how they can be combined with SCr-based AKI definitions to provide greater insights into the processes underlying acute tubular injury.Key pointsCurrent definitions of acute kidney injury (AKI), based on serum creatinine (SCr) level, focus on loss of kidney function rather than kidney injury.AKI definitions cannot provide an acute measurement of loss of function, however, because SCr is a quantitative functional marker only at the steady state.Current AKI metrics can neither detect kidney injury in real time nor distinguish dramatically different types of kidney injury.Molecular analyses of acutely damaged kidneys have detected cellular and segment-specific responses to injurious stimuli, prior to and distinct from the loss of function as measured by SCr.As a result, molecular analyses have detected different types of acute tubular injury and have re-characterized the concept of the kidney response to noxious stimuli into biomarker-positive ʻinjury’ and biomarker-negative ʻno injury’.A conceptual model places ʻtubular injury’ (biomarkers) upstream of ʻloss of function’ (AKI metrics), providing a unifying ʻinjury’ and ʻloss of function’ sequence consistent with biological pathways.","",""
15,"S. Ahalt, C. Chute, K. Fecho, Gustavo Glusman, J. Hadlock, Casey Overby Taylor, E. Pfaff, P. Robinson, H. Solbrig, C. Ta, N. Tatonetti, C. Weng","Clinical Data: Sources and Types, Regulatory Constraints, Applications",2019,"","","","",79,"2022-03-26 15:21:29","","10.1111/cts.12638","","",,,,,15,5.00,2,12,3,"Access to clinical data is critical for the advancement of translational research. However, the numerous regulations and policies that surround the use of clinical data, although critical to ensure patient privacy and protect against misuse, often present challenges to data access and sharing. In this article, we provide an overview of clinical data types and associated regulatory constraints and inferential limitations. We highlight several novel approaches that our team has developed for openly exposing clinical data.","",""
14,"B. Glicksberg, B. Oskotsky, Phyllis M. Thangaraj, N. Giangreco, M. Badgeley, Kipp W. Johnson, Debajyoti Datta, V. Rudrapatna, N. Rappoport, Mark Shervey, R. Miotto, T. Goldstein, Eugenia Rutenberg, Remi Frazier, Nelson Lee, Sharat Israni, Rick Larsen, B. Percha, Li Li, J. Dudley, N. Tatonetti, A. Butte","PatientExploreR: an extensible application for dynamic visualization of patient clinical history from electronic health records in the OMOP common data model",2019,"","","","",84,"2022-03-26 15:21:29","","10.1093/bioinformatics/btz409","","",,,,,14,4.67,1,22,3,"Abstract Motivation Electronic health records (EHRs) are quickly becoming omnipresent in healthcare, but interoperability issues and technical demands limit their use for biomedical and clinical research. Interactive and flexible software that interfaces directly with EHR data structured around a common data model (CDM) could accelerate more EHR-based research by making the data more accessible to researchers who lack computational expertise and/or domain knowledge. Results We present PatientExploreR, an extensible application built on the R/Shiny framework that interfaces with a relational database of EHR data in the Observational Medical Outcomes Partnership CDM format. PatientExploreR produces patient-level interactive and dynamic reports and facilitates visualization of clinical data without any programming required. It allows researchers to easily construct and export patient cohorts from the EHR for analysis with other software. This application could enable easier exploration of patient-level data for physicians and researchers. PatientExploreR can incorporate EHR data from any institution that employs the CDM for users with approved access. The software code is free and open source under the MIT license, enabling institutions to install and users to expand and modify the application for their own purposes. Availability and implementation PatientExploreR can be freely obtained from GitHub: https://github.com/BenGlicksberg/PatientExploreR. We provide instructions for how researchers with approved access to their institutional EHR can use this package. We also release an open sandbox server of synthesized patient data for users without EHR access to explore: http://patientexplorer.ucsf.edu. Supplementary information Supplementary data are available at Bioinformatics online.","",""
2,"M. Boland, N. Tatonetti","Attention Deficit-Hyperactivity Disorder and Month of School Enrollment.",2019,"","","","",98,"2022-03-26 15:21:29","","10.1056/NEJMc1817539","","",,,,,2,0.67,1,2,3,"","",""
2,"Diana Samaroo, M. Zahran, A. Wills, Johnny Guevara, Alexandra Tatonetti","In vitro interaction and computational studies of glycosylated photosensitizers with plasma proteins",2019,"","","","",99,"2022-03-26 15:21:29","","10.1142/S1088424619500275","","",,,,,2,0.67,0,5,3,"A series of glycosylated photosensitizers (porphyrin, chlorin, and isobacteriochlorin) in the presence of plasma proteins: bovine serum albumin (BSA) and human serum albumin (HSA), were investigated in a buffer at pH 7.4, using ultraviolet-visible (UV-vis) absorption and fluorescence spectroscopies. Due to the excitation of the tryptophan residue of BSA and HSA, its fluorescence emission was monitored around 340 nm. During each titration experiment and with each addition of the corresponding glycosylated photosensitizer, there was a concentration-dependent quenching of the intrinsic fluorescence of BSA and HSA. Using Stern–Volmer and double logarithmic plots we determined that fluorescence quenching was static for all molecules. We calculated the average binding constant for BSA and HSA for each porphyrin-type compound. To support our experimental studies, computational molecular docking and molecular dynamics simulations were used to identify the binding sites and binding poses of the each of the glycosylated photosensitizers onto BSA and HSA. The three compounds are binding to the Hemin site located in the subdomain IB of BSA forming strong interactions with Trp134, while they are binding to the subdomain IIA of HSA close to the Sudlow’s site I, and interacting with Trp214.","",""
1,"Phyllis M. Thangaraj, Benjamin R. Kummer, T. Lorberbaum, Mitchell S. V. Elkind, N. Tatonetti","Comparative analysis of EHR-based stroke phenotyping methods, their applications, and interpretation",2019,"","","","",101,"2022-03-26 15:21:29","","10.1101/565671","","",,,,,1,0.33,0,5,3,"Stroke is the second leading cause of death in the world and top cause of disability in the US. The plurality of electronic health records (EHR) provides an opportunity to study this disease in situ. Doing so requires accurately identifying stroke patients from medical records. So-called “EHR phenotyping” algorithms, however, are difficult and time consuming to create and often must rely on incomplete information. There is an opportunity to use machine learning to speed up and ease the process of cohort and feature identification. We systematically compared and evaluated the ability of several machine learning algorithms to automatically phenotype acute ischemic stroke patients. We found that these algorithms can achieve high performance (e.g. average AUROC=0.955%) with little to no manual feature curation, and other performance evaluators differentiate each model’s ability to generalize. We also found that commonly available data such as diagnosis codes can be used as noisy proxies for training when a reference panel of stroke patients is unavailable. Additionally, we find some limitations when the algorithms are used to place patients into stroke risk classes. We used these models to identify unidentified stroke patients from our patient population of 6.4 million and find expected rates of stroke across the population.","",""
1,"Phyllis M. Thangaraj, Benjamin R. Kummer, T. Lorberbaum, Mitchell S. V. Elkind, N. Tatonetti","Comparative analysis, applications, and interpretation of electronic health record-based stroke phenotyping methods",2019,"","","","",102,"2022-03-26 15:21:29","","10.1101/565671","","",,,,,1,0.33,0,5,3,"Accurate identification of acute ischemic stroke (AIS) patient cohorts is essential for a wide range of clinical investigations. Automated phenotyping methods that leverage electronic health records (EHRs) represent a fundamentally new approach cohort identification. Unfortunately, the current generation of these algorithms is laborious to develop, poorly generalize between institutions, and rely on incomplete information. We systematically compared and evaluated the ability of several machine learning algorithms and case-control combinations to phenotype acute ischemic stroke patients using data from an EHR.Using structured patient data from the EHR at a tertiary-care hospital system, we built machine learning models to identify patients with AIS based on 75 different case-control and classifier combinations. We then determined the models’ classification ability for AIS on an internal validation set, and estimated the prevalence of AIS patients across the EHR. Finally, we externally validated the ability of the models to detect self-reported AIS patients without AIS diagnosis codes using the UK Biobank.Across all models, we found that the mean area under the receiver operating curve for detecting AIS was 0.963±0.0520 and average precision score 0.790±0.196 with minimal feature processing. Logistic regression classifiers with L1 penalty gave the best performance. Classifiers trained with cases with AIS diagnosis codes and controls with no cerebrovascular disease diagnosis codes had the best average F1 score (0.832±0.0383). In the external validation, we found that the top probabilities from a model-predicted AIS cohort were significantly enriched for self-reported AIS patients without AIS diagnosis codes (65-250 fold over expected).Our findings support machine learning algorithms as a way to accurately identify AIS patients without relying on diagnosis codes or using process-intensive manual feature curation. When a set of AIS patients is unavailable, diagnosis codes may be used to train classifier models. Our approach is potentially generalizable to other academic institutions and further external validation is needed.","",""
10,"B. Glicksberg, B. Oskotsky, N. Giangreco, Phyllis M. Thangaraj, V. Rudrapatna, Debajyoti Datta, Remi Frazier, Nelson Lee, Rick Larsen, N. Tatonetti, A. Butte","ROMOP: a light-weight R package for interfacing with OMOP-formatted electronic health record data",2019,"","","","",104,"2022-03-26 15:21:29","","10.1093/jamiaopen/ooy059","","",,,,,10,3.33,1,11,3,"Abstract Objectives Electronic health record (EHR) data are increasingly used for biomedical discoveries. The nature of the data, however, requires expertise in both data science and EHR structure. The Observational Medical Outcomes Partnership (OMOP) common data model (CDM) standardizes the language and structure of EHR data to promote interoperability of EHR data for research. While the OMOP CDM is valuable and more attuned to research purposes, it still requires extensive domain knowledge to utilize effectively, potentially limiting more widespread adoption of EHR data for research and quality improvement. Materials and methods We have created ROMOP: an R package for direct interfacing with EHR data in the OMOP CDM format. Results ROMOP streamlines typical EHR-related data processes. Its functions include exploration of data types, extraction and summarization of patient clinical and demographic data, and patient searches using any CDM vocabulary concept. Conclusion ROMOP is freely available under the Massachusetts Institute of Technology (MIT) license and can be obtained from GitHub (http://github.com/BenGlicksberg/ROMOP). We detail instructions for setup and use in the Supplementary Materials. Additionally, we provide a public sandbox server containing synthesized clinical data for users to explore OMOP data and ROMOP (http://romop.ucsf.edu).","",""
0,"Zhouzerui Liu, N. Tatonetti","Familial relationships in electronic health records (EHR) v2",2019,"","","","",106,"2022-03-26 15:21:29","","10.1101/731976","","",,,,,0,0.00,0,2,3,"Heritability is an important statistic for evaluating genetic contribution to phenotypes. Estimating heritability, however, requires a laborious recruitment of a large number of relatives. Electronic health records (EHR) contain massive relative information in emergency contact forms. Recently, we presented RIFTEHR, an algorithm for extracting relationships from EHR. Here, we present an updated version and reconstructed 4.2 million familial relationships from the latest New York-Presbyterian/Columbia University Irving Medical Center (CUIMC) EHR system. The number of updated relationships is 30 percent more than the last version. We present a new implementation of RIFTEHR, which runs in linear time, thus largely improves the speed of the algorithm. We also present a data encryption method, to protect patient privacy in running the algorithm. These resources can be used for generalized use of familial relationships from EHR in genetic studies.","",""
0,"Joseph D. Romano, Hai Li, Ronald B. Realubit, Charles Karan, N. Tatonetti","Discovering therapeutic activities from venoms using differential gene expression",2019,"","","","",107,"2022-03-26 15:21:29","","10.1101/699280","","",,,,,0,0.00,0,5,3,"Venoms are a diverse and complex group of natural toxins that have been adapted to treat many types of human disease, but rigorous informatics approaches for discovering new therapeutic activities are scarce. We have designed and validated a new platform—named VenomSeq—to systematically generate putative associations between venoms and drugs/diseases via high-throughput transcriptomics and perturbational differential gene expression analysis. In this study, we describe the architecture of VenomSeq, and its evaluation using the crude venoms from 25 diverse animal species. By integrating comparisons to public repositories of differential expression, associations between regulatory networks and disease, and existing knowledge of venom activity, we provide a number of new therapeutic hypotheses linking venoms to human diseases supported by multiple layers of preliminary evidence. We are currently performing validation experiments in vitro to corroborate these findings.","",""
0,"V. Ramlall, Kayla Quinnies, R. Vanguri, T. Lorberbaum, David Goldstein, N. Tatonetti","Predicting the genetic ancestry of 2.6 million New York City patients using clinical data",2019,"","","","",108,"2022-03-26 15:21:29","","10.1101/768440","","",,,,,0,0.00,0,6,3,"Ancestry is an essential covariate in clinical genomics research. When genetic data are available, dimensionality reduction techniques, such as principal components analysis, are used to determine ancestry in complex populations. Unfortunately, these data are not always available in the clinical and research settings. For example, electronic health records (EHRs), which are a rich source of temporal human disease data that could be used to enhance genetic studies, do not directly capture ancestry. Here, we present a novel algorithm for predicting genetic ancestry using only variables that are routinely captured in EHRs, such as self-reported race and ethnicity, and condition billing codes. Using patients that have both genetic and clinical information at Columbia University/ New York-Presbyterian Irving Medical Center, we developed a pipeline that uses only clinical data to predict the genetic ancestry of all patients of which more than 80% identify as other or unknown. Our ancestry estimates can be used in observational studies of disease inheritance, to guide genetic cohort studies, or to explore health disparities in clinical care and outcomes.","",""
4,"A. Faye, Fernanda C G Polubriaginof, P. Green, D. Vawdrey, N. Tatonetti, B. Lebwohl","Low Rates of Screening for Celiac Disease Among Family Members",2019,"","","","",113,"2022-03-26 15:21:29","","10.1016/j.cgh.2018.06.016","","",,,,,4,1.33,1,6,3,"","",""
0,"Noah Zimmerman, N. Tatonetti, J. Dudley","A Marketplace for Health: Opportunities and Challenges for Biomedical Blockchains (Preprint)",2019,"","","","",129,"2022-03-26 15:21:29","","10.2196/preprints.16238","","",,,,,0,0.00,0,3,3,"  UNSTRUCTURED  Incentive alignment is a fundamental challenge to improving the financial and operational efficiency of the healthcare system in the United States. The current system incentivizes payers to reduce utilization and providers to perform procedures, while patients are caught between cost savings and utilization. Blockchain is an emerging technology that enables the construction of large-scale open digital networks with characteristics that can incentivize participants towards a common goal. There is an opportunity to use blockchain technology to reimagine how we cooperate to promote health and potentially improve efficiency of the healthcare system. In this perspective, we discuss the strengths and limitations of this new technology through the lens of healthcare. We explore how challenges in healthcare (e.g. costs, accessibility, and data ownership) can be addressed by blockchain technology and, equally important, how they cannot. Through the evaluation of existing projects, we find clear advantages and disadvantages of the technology and identify open areas of innovation for healthcare executives, academics, and entrepreneurs. ","",""
0,"A. Krigel, N. Tatonetti, A. Neugut, B. Lebwohl","Mo1634 – No Increased Risk of Colorectal Adenomas in Spouses of Patients with Colorectal Neoplasia",2019,"","","","",130,"2022-03-26 15:21:29","","10.1016/S0016-5085(19)38977-2","","",,,,,0,0.00,0,4,3,"","",""
1,"Olga Lyudovyk, Yufeng Shen, N. Tatonetti, S. Hsiao, M. Mansukhani, C. Weng","Pathway analysis of genomic pathology tests for prognostic cancer subtyping",2019,"","","","",149,"2022-03-26 15:21:29","","10.1016/j.jbi.2019.103286","","",,,,,1,0.33,0,6,3,"","",""
2,"N. Giangreco, G. Lebreton, S. Restaino, M. Farr, P. Colombo, E. Zorn, N. Tatonetti, P. Leprince, J. Kobashigawa, B. Fine","Exosome Proteomics and Machine Learning Identify Novel Biomarkers of Primary Graft Dysfunction",2019,"","","","",150,"2022-03-26 15:21:29","","10.1016/J.HEALUN.2019.01.325","","",,,,,2,0.67,0,10,3,"","",""
61,"Fernanda C G Polubriaginof, R. Vanguri, Kayla Quinnies, G. Belbin, A. Yahi, H. Salmasian, T. Lorberbaum, Victor Nwankwo, Li Li, Mark Shervey, P. Glowe, I. Ionita-Laza, M. Simmerling, G. Hripcsak, S. Bakken, David Goldstein, K. Kiryluk, E. Kenny, J. Dudley, D. Vawdrey, N. Tatonetti","Disease Heritability Inferred from Familial Relationships Reported in Medical Records",2018,"","","","",30,"2022-03-26 15:21:29","","10.1016/j.cell.2018.04.032","","",,,,,61,15.25,6,21,4,"","",""
34,"C. Ta, M. Dumontier, G. Hripcsak, N. Tatonetti, C. Weng","Columbia Open Health Data, clinical concept prevalence and co-occurrence from electronic health records",2018,"","","","",76,"2022-03-26 15:21:29","","10.1038/sdata.2018.273","","",,,,,34,8.50,7,5,4,"Columbia Open Health Data (COHD) is a publicly accessible database of electronic health record (EHR) prevalence and co-occurrence frequencies between conditions, drugs, procedures, and demographics. COHD was derived from Columbia University Irving Medical Center’s Observational Health Data Sciences and Informatics (OHDSI) database. The lifetime dataset, derived from all records, contains 36,578 single concepts (11,952 conditions, 12,334 drugs, and 10,816 procedures) and 32,788,901 concept pairs from 5,364,781 patients. The 5-year dataset, derived from records from 2013–2017, contains 29,964 single concepts (10,159 conditions, 10,264 drugs, and 8,270 procedures) and 15,927,195 concept pairs from 1,790,431 patients. Exclusion of rare concepts (count ≤ 10) and Poisson randomization enable data sharing by eliminating risks to patient privacy. EHR prevalences are informative of healthcare consumption rates. Analysis of co-occurrence frequencies via relative frequency analysis and observed-expected frequency ratio are informative of associations between clinical concepts, useful for biomedical research tasks such as drug repurposing and pharmacovigilance. COHD is publicly accessible through a web application-programming interface (API) and downloadable from the Figshare repository. The code is available on GitHub. Design Type(s) source-based data analysis objective • data refinement and optimization objective • clinical history design Measurement Type(s) electronic health record data Technology Type(s) digital curation Factor Type(s) temporal_interval • Concept Scheme Sample Characteristic(s) Homo sapiens Machine-accessible metadata file describing the reported data (ISA-Tab format)","",""
3,"Joseph D. Romano, Victor Nwankwo, N. Tatonetti","VenomKB v2.0: A knowledge repository for computational toxinology",2018,"","","","",91,"2022-03-26 15:21:29","","10.1101/295204","","",,,,,3,0.75,1,3,4,"Motivation Venom peptides comprise one of the richest sources of bioactive compounds available for drug discovery. However, venom data and knowledge are fragmentary and poorly structured, and fail to capitalize on the important characteristics of venoms that make them so interesting to the biomedical community. Results We present VenomKB v2.0, a new open-access resource for knowledge representation and retrieval of venom bioactivities, sequences, structures, and classifications. VenomKB provides a complete infrastructure for computational toxinology, with a focus on drug discovery and effects that venoms have on the human body. VenomKB is accompanied by a suite of tools for programmatic access, and, in this article, we highlight scenarios demonstrating its usefulness and novel contributions to toxinology, pharmacology, and informatics. Availability VenomKB can be accessed online at http://venomkb.org/, and the code can be found at https://github.com/tatonetti-lab/venomkb/. All code and data are available under open-source and open-access licenses.","",""
